"","headline","article_nmbr","text","linenumber"
"762","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"Illustration Caption: PHOTO: STAPLES CENTER and the L.A. Live entertainment complex are seen from the Goodyear Blimp in 2010. Chinese developer Oceanwide bought a 4.6-acre site at the southeast corner of 11th and Figueroa streets.; PHOTOGRAPHER:John W. Adkisson Los Angeles Times; GRAPHIC: MAP: Fig Central; CREDIT:Los Angeles Times",762
"763","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",763
"764","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"Pages: B.1",764
"765","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"Publication date: Dec 28, 2013",765
"766","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"Publication subject: General Interest Periodicals--United States",766
"767","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"ISSN: 04583035",767
"768","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"Language of publication: English",768
"769","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"ProQuest document ID: 1471011768",769
"770","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"Document URL: https://search.proquest.com/docview/1471011768?accountid=41449",770
"771","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"Copyright: (Copyright (c) 2013 Los Angeles Times)",771
"772","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"Last updated: 2017-11-20",772
"773","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"Database: ProQuest Central",773
"774","Title: COMPANY TOWN; Chinese firm to invest in Robinov's film company; Huayi Bros. Media Corp. plans to put as much as $150 million into Studio 8.",19,"STARTOFARTICLE",774
"775","Title: COMPANY TOWN; Chinese firm to invest in Robinov's film company; Huayi Bros. Media Corp. plans to put as much as $150 million into Studio 8.",19,"COMPANY TOWN; Chinese firm to invest in Robinov's film company; Huayi Bros. Media Corp. plans to put as much as $150 million into Studio 8.",775
"776","Title: COMPANY TOWN; Chinese firm to invest in Robinov's film company; Huayi Bros. Media Corp. plans to put as much as $150 million into Studio 8.",19,"Publication info: Los Angeles Times ; Los Angeles, Calif. [Los Angeles, Calif]08 Mar 2014: B.3.",776
"777","Title: COMPANY TOWN; Chinese firm to invest in Robinov's film company; Huayi Bros. Media Corp. plans to put as much as $150 million into Studio 8.",19,"https://search.proquest.com/docview/1504881158?accountid=41449",777
"778","Title: COMPANY TOWN; Chinese firm to invest in Robinov's film company; Huayi Bros. Media Corp. plans to put as much as $150 million into Studio 8.",19,"Abstract: According to a source with knowledge of the matter, Robinov would like to raise $250 million to $300 million in equity financing for Studio 8.",778
"779","Title: COMPANY TOWN; Chinese firm to invest in Robinov's film company; Huayi Bros. Media Corp. plans to put as much as $150 million into Studio 8.",19,"Full text:   Huayi Bros. Media Corp., a Beijing film production company, plans to invest as much as $150 million in a new movie company from Jeff Robinov, the former president of Warner Bros. Pictures Group.",779
"780","Title: COMPANY TOWN; Chinese firm to invest in Robinov's film company; Huayi Bros. Media Corp. plans to put as much as $150 million into Studio 8.",19,"The deal would be one of the highest-profile partnerships between Chinese and Hollywood film entities. Robinov left Warner Bros. in the summer of 2013 after leading Hollywood's biggest movie studio since 2007.",780
"781","Title: COMPANY TOWN; Chinese firm to invest in Robinov's film company; Huayi Bros. Media Corp. plans to put as much as $150 million into Studio 8.",19,"Huayi Bros. said in a statement that it would invest $120 million to $150 million in Robinov's Studio 8 and distribute the company's movies in China. An official agreement has not yet been signed.",781
"782","Title: COMPANY TOWN; Chinese firm to invest in Robinov's film company; Huayi Bros. Media Corp. plans to put as much as $150 million into Studio 8.",19,"Wang Zhongjun, chairman of Huayi Bros., said in a statement that projects made by Studio 8 would feature Hollywood writers, directors and producers.",782
"783","Title: COMPANY TOWN; Chinese firm to invest in Robinov's film company; Huayi Bros. Media Corp. plans to put as much as $150 million into Studio 8.",19,"""We will proceed according to the rules of Hollywood,"" he said.",783
"784","Title: COMPANY TOWN; Chinese firm to invest in Robinov's film company; Huayi Bros. Media Corp. plans to put as much as $150 million into Studio 8.",19,"According to a source with knowledge of the matter, Robinov would like to raise $250 million to $300 million in equity financing for Studio 8.",784
"785","Title: COMPANY TOWN; Chinese firm to invest in Robinov's film company; Huayi Bros. Media Corp. plans to put as much as $150 million into Studio 8.",19,"Huayi Bros., founded in 1994 by brothers Wang Zhongjun and Wang Zhonglei, has released such Chinese hits as ""Journey to the West: Conquering the Demons"" and ""Young Detective Dee: Rise of the Sea Dragon.""",785
